Datetime,AEP,COMED,DAYTON,DEOK,DOM,DUQ,FE,PJME,PJMW
1/2/2018 10:00,22368,14040,2999,4678,18967,1978,9763,43736,8445
1/2/2018 11:00,21995,14179,3000,4578,17932,1985,9926,42747,8305
1/2/2018 12:00,21288,14241,2962,4460,17028,2009,9833,41745,8133
1/2/2018 13:00,20698,14204,2914,4330,16262,1997,9671,40849,7918
1/2/2018 14:00,20123,14138,2854,4184,15659,1954,9659,40240,7766
1/2/2018 15:00,19648,14078,2788,4130,15266,1931,9545,39817,7614
1/2/2018 16:00,19317,13984,2733,4044,15323,1917,9471,40291,7653
1/2/2018 17:00,19658,14011,2742,4095,16113,1949,9614,42219,7829
1/2/2018 18:00,20913,14614,2880,4359,17622,2062,10177,45537,8380
1/2/2018 19:00,21725,15405,2971,4532,18302,2096,10481,46050,8569
1/2/2018 20:00,21971,15408,2971,4546,18508,2070,10433,45787,8582
1/2/2018 21:00,21942,15246,2932,4522,18651,2048,10320,45209,8563
1/2/2018 22:00,21695,14933,2865,4440,18419,1988,10074,43663,8322
1/2/2018 23:00,21230,14437,2771,4278,17885,1889,9615,41581,8011
1/3/2018 0:00,20799,13704,2674,4120,17499,1781,9188,39451,7855
1/3/2018 1:00,20473,12995,2598,4022,17407,1710,8891,38011,7742
1/3/2018 2:00,20475,12494,2555,3984,17519,1681,8709,37534,7683
1/3/2018 3:00,20368,12135,2525,3974,17732,1684,8708,37485,7704
1/3/2018 4:00,20575,11901,2547,4003,18127,1686,8667,37864,7810
1/3/2018 5:00,20917,11787,2582,4056,18686,1716,8768,38960,8098
1/3/2018 6:00,21531,11923,2693,4218,19563,1782,9147,41303,8461
1/3/2018 7:00,22385,12395,2828,4453,20610,1894,9688,44802,8871
1/3/2018 8:00,22759,13135,2937,4579,20892,1987,10179,46432,9153
1/3/2018 9:00,22624,13575,2949,4549,20252,2009,10153,45542,9146
1/3/2018 10:00,22252,13753,2921,4419,18805,1992,10189,43472,8826
1/3/2018 11:00,21755,13858,2865,4274,17269,1966,10127,41762,8427
1/3/2018 12:00,20943,13913,2782,4134,16328,1942,9945,40644,8114
1/3/2018 13:00,20206,13847,2735,4020,15588,1934,9772,39561,7753
1/3/2018 14:00,19652,13802,2724,3993,15112,1893,9704,38709,7611
1/3/2018 15:00,19245,13739,2690,3986,14871,1857,9585,38092,7380
1/3/2018 16:00,19107,13672,2655,3958,15217,1844,9486,38594,7430
1/3/2018 17:00,19428,13744,2693,3996,15725,1874,9573,40576,7608
1/3/2018 18:00,20176,14294,2798,4148,16596,1969,9977,43373,8099
1/3/2018 19:00,20676,14887,2839,4225,16624,2000,10148,43683,8222
1/3/2018 20:00,20593,14866,2791,4219,16402,1999,9979,43308,8245
1/3/2018 21:00,20484,14595,2745,4177,16108,1968,9812,42440,8167
1/3/2018 22:00,20013,14314,2678,4088,15586,1904,9542,40661,7913
1/3/2018 23:00,19254,13880,2563,3933,15004,1805,9050,38207,7530
1/4/2018 0:00,18723,13234,2448,3793,14660,1722,8628,36088,7248
1/4/2018 1:00,18193,12649,2400,3698,14419,1634,8329,34494,7099
1/4/2018 2:00,18007,12250,2363,3695,14562,1604,8154,33875,6953
1/4/2018 3:00,17926,12010,2356,3677,14671,1587,8118,33689,6940
1/4/2018 4:00,18082,11867,2361,3696,14933,1580,8108,34014,6949
1/4/2018 5:00,18446,11890,2419,3765,15370,1613,8239,34950,7142
1/4/2018 6:00,19220,12099,2514,3949,16171,1680,8652,36900,7415
1/4/2018 7:00,20497,12669,2694,4212,17062,1791,9228,39460,7880
1/4/2018 8:00,21308,13507,2822,4395,17445,1884,9695,41243,8118
1/4/2018 9:00,21387,13939,2843,4398,17416,1903,9772,42221,8149
1/4/2018 10:00,21371,14054,2821,4356,17450,1920,9871,43053,8232
1/4/2018 11:00,21200,14022,2793,4347,17411,1945,9925,43789,8296
1/4/2018 12:00,21027,14000,2747,4297,17394,1957,9991,44047,8354
1/4/2018 13:00,20927,13915,2714,4188,17102,1966,9909,43714,8306
1/4/2018 14:00,20750,13794,2716,4091,16885,1957,9937,43595,8245
1/4/2018 15:00,20616,13721,2721,3995,16496,1961,9910,43123,8154
1/4/2018 16:00,20679,13624,2696,4033,16371,1970,9869,42912,8175
1/4/2018 17:00,21052,13607,2726,4088,16889,1989,9962,43831,8438
1/4/2018 18:00,21985,14149,2835,4293,18253,2094,10427,46456,8951
1/4/2018 19:00,22459,14906,2888,4444,18647,2134,10653,46484,9139
1/4/2018 20:00,22391,14875,2866,4445,18666,2140,10518,45896,9153
1/4/2018 21:00,22166,14735,2851,4428,18678,2086,10301,45377,9061
1/4/2018 22:00,21800,14518,2795,4345,18496,2025,10012,44092,8882
1/4/2018 23:00,21149,14027,2694,4222,18010,1951,9682,42257,8557
1/5/2018 0:00,20513,13453,2595,4075,17719,1841,9291,40624,8377
1/5/2018 1:00,20112,12806,2533,3988,17601,1778,9009,39667,8195
1/5/2018 2:00,19774,12388,2486,3945,17651,1774,8887,39270,8117
1/5/2018 3:00,19868,12167,2463,3929,17830,1753,8784,39249,8119
1/5/2018 4:00,19884,12032,2461,3949,17985,1742,8809,39548,8189
1/5/2018 5:00,20212,12057,2505,4008,18474,1772,8923,40385,8320
1/5/2018 6:00,20824,12243,2595,4171,19208,1843,9248,42160,8627
1/5/2018 7:00,21680,12795,2763,4422,19922,1934,9724,44660,8961
1/5/2018 8:00,22406,13647,2894,4594,20313,2012,10168,46307,9245
1/5/2018 9:00,22456,14065,2918,4636,20047,2055,10272,46537,9265
1/5/2018 10:00,22345,14152,2946,4593,19260,2074,10350,46010,9155
1/5/2018 11:00,22081,14135,2944,4498,18563,2098,10310,45360,9023
1/5/2018 12:00,21631,14123,2905,4382,17987,2082,10281,44687,8895
1/5/2018 13:00,21247,13998,2850,4267,17455,2070,10144,44097,8782
1/5/2018 14:00,20950,13844,2788,4158,17015,2055,10036,43615,8648
1/5/2018 15:00,20632,13765,2733,4088,16752,2041,10040,43368,8567
1/5/2018 16:00,20537,13640,2696,4056,16981,2036,10059,43930,8626
1/5/2018 17:00,20750,13628,2722,4089,17839,2055,10096,45917,8911
1/5/2018 18:00,21580,14143,2815,4303,19259,2159,10440,48945,9310
1/5/2018 19:00,21946,14785,2881,4453,19561,2176,10648,49021,9325
1/5/2018 20:00,21943,14783,2839,4429,19576,2140,10570,48445,9342
1/5/2018 21:00,21863,14628,2812,4415,19452,2127,10343,47788,9252
1/5/2018 22:00,21554,14418,2759,4356,19258,2079,10102,46496,9024
1/5/2018 23:00,21216,14072,2682,4278,18872,1976,9732,44661,8795
1/6/2018 0:00,20708,13426,2600,4162,18620,1894,9302,42779,8478
1/6/2018 1:00,20365,12846,2513,4090,18566,1836,9052,41535,8278
1/6/2018 2:00,20339,12423,2486,4046,18601,1805,8833,40834,8227
1/6/2018 3:00,20316,12167,2479,4025,18706,1780,8742,40540,8245
1/6/2018 4:00,20502,12013,2476,4057,18897,1758,8743,40534,8217
1/6/2018 5:00,20688,11970,2488,4094,19290,1770,8701,40909,8330
1/6/2018 6:00,21100,12032,2558,4160,19776,1787,8786,41765,8447
1/6/2018 7:00,21631,12306,2621,4289,20274,1840,8994,43089,8625
1/6/2018 8:00,22085,12691,2692,4414,20587,1885,9341,44231,8821
1/6/2018 9:00,22256,12900,2747,4471,20397,1931,9418,44657,8915
1/6/2018 10:00,22070,13008,2768,4402,19554,1965,9568,44457,8885
1/6/2018 11:00,21477,13060,2740,4300,18869,1976,9553,43912,8747
1/6/2018 12:00,20830,12967,2668,4166,18309,1983,9485,43298,8584
1/6/2018 13:00,20115,12878,2570,4007,17709,1961,9436,42589,8512
1/6/2018 14:00,19618,12630,2488,3891,17185,1960,9282,42103,8321
1/6/2018 15:00,19381,12437,2426,3818,16875,1950,9170,41940,8289
1/6/2018 16:00,19328,12235,2403,3779,16986,1950,9139,42542,8278
1/6/2018 17:00,19618,12289,2427,3814,17915,1962,9255,44516,8574
1/6/2018 18:00,20639,12814,2551,4039,19326,2062,9759,47372,8927
1/6/2018 19:00,21388,13630,2657,4185,19816,2070,9938,47714,9003
1/6/2018 20:00,21510,13666,2658,4213,19930,2059,9893,47287,8947
1/6/2018 21:00,21653,13612,2641,4227,19971,2042,9801,46860,8899
1/6/2018 22:00,21523,13461,2612,4185,19819,2000,9592,45795,8738
1/6/2018 23:00,21208,13217,2538,4082,19461,1915,9375,44320,8618
1/7/2018 0:00,20786,12725,2464,3976,19275,1862,9004,42777,8355
1/7/2018 1:00,20553,12231,2396,3888,19268,1815,8731,41612,8261
1/7/2018 2:00,20405,11820,2362,3838,19433,1774,8599,40902,8173
1/7/2018 3:00,20559,11560,2343,3808,19603,1739,8509,40664,8209
1/7/2018 4:00,20648,11310,2350,3799,19813,1737,8466,40720,8213
1/7/2018 5:00,20798,11230,2319,3783,20136,1757,8486,41035,8295
1/7/2018 6:00,21026,11187,2344,3813,20532,1780,8597,41834,8377
1/7/2018 7:00,21376,11306,2388,3861,20917,1805,8698,42860,8560
1/7/2018 8:00,21737,11417,2448,3935,21232,1841,8917,43844,8780
1/7/2018 9:00,21815,11507,2482,3956,21037,1871,8999,44011,8846
1/7/2018 10:00,21328,11727,2506,3985,20089,1911,9192,43108,8519
1/7/2018 11:00,20516,11890,2492,3964,18861,1907,9156,42073,8194
1/7/2018 12:00,19674,12053,2446,3843,17974,1891,9085,41093,7921
1/7/2018 13:00,19031,12111,2415,3678,17236,1886,9064,40208,7697
1/7/2018 14:00,18367,12066,2360,3657,16586,1854,9026,39512,7482
1/7/2018 15:00,17910,12002,2308,3597,16210,1847,8904,39432,7392
1/7/2018 16:00,17778,11988,2300,3550,16161,1829,8869,40224,7385
1/7/2018 17:00,18079,11992,2310,3570,16854,1863,9000,42185,7621
1/7/2018 18:00,18879,12483,2432,3737,18318,1980,9434,45080,8060
1/7/2018 19:00,19267,12924,2488,3823,18869,1988,9479,45461,8147
1/7/2018 20:00,19279,12828,2441,3767,18953,1942,9362,45034,8081
1/7/2018 21:00,18992,12607,2392,3676,18882,1905,9152,44434,7922
1/7/2018 22:00,18531,12361,2308,3543,18425,1841,8731,42933,7739
1/7/2018 23:00,17947,11982,2207,3329,17786,1748,8425,40797,7380
1/8/2018 0:00,17387,11409,2113,3199,17325,1674,8042,38911,7176
1/8/2018 1:00,17030,10866,2059,3081,17058,1607,7743,37750,7007
1/8/2018 2:00,16910,10525,2031,3046,16944,1548,7660,36931,6911
1/8/2018 3:00,16883,10254,2003,3007,16929,1533,7537,36735,6911
1/8/2018 4:00,16974,10060,2008,3006,17041,1528,7526,36815,6848
1/8/2018 5:00,17213,10099,2066,3067,17418,1535,7686,37520,6952
1/8/2018 6:00,17719,10312,2172,3232,18045,1596,7993,39490,7231
1/8/2018 7:00,18692,10977,2315,3446,18726,1719,8490,42657,7662
1/8/2018 8:00,19261,11998,2430,3612,19172,1801,8952,44098,7922
1/8/2018 9:00,19345,12515,2461,3696,18672,1816,9013,43482,7858
1/8/2018 10:00,19311,12514,2486,3734,17606,1875,9105,42715,7846
1/8/2018 11:00,19280,12522,2508,3784,16585,1895,9183,41781,7810
1/8/2018 12:00,19089,12445,2516,3789,15727,1886,9229,41002,7752
1/8/2018 13:00,18918,12315,2519,3795,15042,1895,9213,40429,7673
1/8/2018 14:00,18727,12221,2501,3756,14616,1890,9218,40210,7531
1/8/2018 15:00,18492,12175,2470,3695,14389,1871,9122,40200,7489
1/8/2018 16:00,18319,12032,2415,3679,14571,1846,9042,40385,7435
1/8/2018 17:00,18398,11992,2423,3677,14956,1862,9025,41525,7448
1/8/2018 18:00,18852,12469,2506,3763,15666,1904,9276,43487,7685
1/8/2018 19:00,19035,13199,2547,3777,15707,1902,9395,43078,7629
1/8/2018 20:00,18733,13105,2494,3724,15447,1854,9247,42112,7494
1/8/2018 21:00,18378,12981,2428,3639,14970,1840,9040,40797,7336
1/8/2018 22:00,17807,12733,2334,3513,14291,1773,8719,38819,6965
1/8/2018 23:00,17016,12240,2225,3325,13534,1664,8251,36287,6627
1/9/2018 0:00,16248,11540,2105,3135,12859,1556,7894,34077,6321
1/9/2018 1:00,15782,10891,2050,3004,12447,1488,7580,32542,6059
1/9/2018 2:00,15512,10452,1984,2941,12268,1435,7432,31723,5993
1/9/2018 3:00,15346,10180,1967,2907,12294,1414,7392,31519,5951
1/9/2018 4:00,15327,10039,1959,2901,12464,1428,7370,31773,6026
1/9/2018 5:00,15600,10075,1988,2980,12950,1467,7530,32658,6093
1/9/2018 6:00,16346,10362,2113,3160,13804,1522,7881,34755,6439
1/9/2018 7:00,17530,11023,2299,3441,14599,1632,8508,37838,6834
1/9/2018 8:00,18240,12075,2427,3573,15402,1741,8987,39453,7142
1/9/2018 9:00,18002,12602,2406,3560,15043,1742,8940,39082,7043
1/9/2018 10:00,17703,12597,2425,3529,14016,1745,8905,37433,6873
1/9/2018 11:00,17458,12636,2422,3553,13188,1761,8990,36088,6747
1/9/2018 12:00,17132,12602,2388,3496,12669,1747,8960,35048,6625
1/9/2018 13:00,16852,12450,2363,3454,12248,1721,8819,34261,6441
1/9/2018 14:00,16498,12302,2321,3376,11810,1691,8806,33700,6310
1/9/2018 15:00,16106,12236,2293,3257,11450,1668,8637,33336,6144
1/9/2018 16:00,15813,12138,2248,3197,11517,1661,8601,33653,6091
1/9/2018 17:00,15956,12162,2269,3271,11915,1679,8616,35024,6263
1/9/2018 18:00,16731,12663,2369,3462,13037,1781,8976,37868,6717
1/9/2018 19:00,17483,13189,2445,3576,13701,1820,9220,38506,6914
1/9/2018 20:00,17490,13064,2429,3574,13902,1808,9133,38422,6964
1/9/2018 21:00,17469,12876,2396,3545,13908,1769,9026,37926,6902
1/9/2018 22:00,17112,12610,2325,3445,13566,1713,8783,36713,6740
1/9/2018 23:00,16482,12137,2220,3261,13109,1644,8346,34699,6452
1/10/2018 0:00,15838,11442,2109,3108,12870,1565,7982,32948,6270
1/10/2018 1:00,15248,10814,2048,2952,12690,1506,7754,31748,6169
1/10/2018 2:00,15032,10372,1980,2874,12729,1478,7602,31277,6130
1/10/2018 3:00,14902,10134,1956,2838,12804,1471,7543,31229,6121
1/10/2018 4:00,15017,9995,1942,2823,13030,1459,7474,31481,6152
1/10/2018 5:00,15294,9945,1975,2869,13425,1489,7616,32374,6412
1/10/2018 6:00,15955,10193,2091,3035,14227,1565,7993,34680,6699
1/10/2018 7:00,17181,10793,2254,3285,15307,1681,8599,38257,7161
1/10/2018 8:00,17816,11782,2376,3447,15558,1791,8988,39887,7428
1/10/2018 9:00,17655,12305,2362,3405,14995,1810,8951,39115,7262
1/10/2018 10:00,17391,12317,2339,3356,14145,1813,8946,37469,7108
1/10/2018 11:00,17090,12357,2318,3326,13467,1825,8928,36121,6798
1/10/2018 12:00,16609,12408,2268,3228,12938,1803,8820,35186,6635
1/10/2018 13:00,16210,12350,2214,3116,12564,1767,8706,34554,6445
1/10/2018 14:00,15864,12278,2164,3096,12364,1749,8551,34346,6279
1/10/2018 15:00,15443,12219,2125,3086,12241,1727,8363,34436,6108
1/10/2018 16:00,15184,12134,2113,3094,12357,1705,8263,34871,6046
1/10/2018 17:00,15304,12086,2115,3114,12771,1694,8348,36115,6069
1/10/2018 18:00,15947,12429,2192,3192,13676,1785,8672,38266,6560
1/10/2018 19:00,16303,12673,2225,3293,13903,1768,8846,38330,6699
1/10/2018 20:00,16402,12405,2183,3252,13771,1734,8709,37819,6663
1/10/2018 21:00,16228,12141,2136,3184,13567,1684,8600,36877,6623
1/10/2018 22:00,15763,11797,2056,3046,13054,1621,8263,35196,6345
1/10/2018 23:00,14996,11256,1968,2860,12321,1542,7745,32791,6036
1/11/2018 0:00,14328,10546,1854,2663,11638,1441,7297,30501,5760
1/11/2018 1:00,13763,9886,1747,2516,11153,1375,6979,29017,5525
1/11/2018 2:00,13422,9427,1687,2437,10905,1336,6795,28187,5426
1/11/2018 3:00,13326,9110,1657,2379,10834,1313,6663,27795,5385
1/11/2018 4:00,13399,8947,1643,2370,10828,1331,6576,27793,5387
1/11/2018 5:00,13576,8919,1674,2417,11201,1342,6771,28512,5521
1/11/2018 6:00,14202,9125,1778,2556,11984,1422,7071,30470,5837
1/11/2018 7:00,15574,9760,1976,2849,13123,1545,7676,33645,6294
1/11/2018 8:00,16123,10694,2116,3035,13615,1626,8124,35235,6485
1/11/2018 9:00,15923,11334,2146,3047,13088,1624,8060,34868,6424
1/11/2018 10:00,15701,11396,2170,3072,12420,1641,7977,34204,6349
1/11/2018 11:00,15582,11479,2169,3050,11799,1632,8008,33362,6190
1/11/2018 12:00,15360,11528,2174,3065,11324,1600,7946,32728,6021
1/11/2018 13:00,15143,11528,2172,3038,10950,1581,7905,31971,5834
1/11/2018 14:00,15121,11527,2131,3065,10705,1581,7934,31512,5679
1/11/2018 15:00,14947,11555,2108,3027,10628,1558,7827,31207,5529
1/11/2018 16:00,14800,11470,2080,2994,10620,1546,7829,31242,5467
1/11/2018 17:00,14999,11521,2074,2995,10886,1565,7912,32224,5563
1/11/2018 18:00,15349,11955,2138,3094,11562,1615,8147,34429,5866
1/11/2018 19:00,15654,12264,2168,3175,11682,1612,8278,34537,5982
1/11/2018 20:00,15563,12242,2130,3124,11549,1585,8182,34045,5941
1/11/2018 21:00,15484,12173,2100,3083,11227,1561,8064,33204,5797
1/11/2018 22:00,14958,12074,2030,2973,10677,1510,7761,31601,5555
1/11/2018 23:00,14158,11750,1919,2786,9910,1428,7384,29356,5217
1/12/2018 0:00,13414,11155,1806,2638,9211,1330,6986,27256,4932
1/12/2018 1:00,12914,10608,1714,2504,8701,1285,6617,25663,4688
1/12/2018 2:00,12506,10278,1640,2407,8423,1243,6415,24661,4607
1/12/2018 3:00,12327,10093,1606,2348,8257,1223,6268,24174,4529
1/12/2018 4:00,12262,10058,1603,2357,8193,1224,6249,24094,4493
1/12/2018 5:00,12463,10071,1637,2393,8340,1226,6389,24465,4604
1/12/2018 6:00,13207,10345,1746,2534,8877,1302,6724,26088,4817
1/12/2018 7:00,14388,11055,1936,2831,9926,1435,7310,29162,5241
1/12/2018 8:00,15192,12101,2110,3073,10500,1528,7845,31037,5464
1/12/2018 9:00,15380,12762,2186,3197,10510,1542,7924,31251,5430
1/12/2018 10:00,15442,12967,2248,3298,10468,1564,8110,31396,5438
1/12/2018 11:00,15697,13109,2311,3379,10450,1577,8337,31684,5439
1/12/2018 12:00,15789,13232,2347,3420,10364,1576,8490,31657,5453
1/12/2018 13:00,15849,13223,2364,3459,10253,1560,8608,31388,5372
1/12/2018 14:00,16012,13221,2362,3475,10249,1586,8692,31114,5334
1/12/2018 15:00,16029,13264,2346,3511,10193,1576,8777,30765,5312
1/12/2018 16:00,16009,13175,2333,3518,10221,1592,8756,30563,5322
1/12/2018 17:00,16169,13115,2366,3628,10423,1640,8809,31364,5504
1/12/2018 18:00,16810,13425,2458,3785,10920,1699,9118,32599,5730
1/12/2018 19:00,17070,13868,2501,3841,10933,1714,9221,32187,5783
1/12/2018 20:00,17038,13749,2486,3791,10633,1686,9097,31384,5755
1/12/2018 21:00,16848,13550,2437,3758,10331,1648,8905,30396,5669
1/12/2018 22:00,16645,13321,2391,3680,9903,1605,8720,29162,5591
1/12/2018 23:00,16173,12985,2308,3583,9399,1567,8399,27555,5344
1/13/2018 0:00,15887,12391,2203,3433,8823,1506,8017,25757,5202
1/13/2018 1:00,15605,11805,2156,3354,8360,1445,7770,24287,5087
1/13/2018 2:00,15583,11415,2137,3303,8037,1437,7655,23486,5039
1/13/2018 3:00,15518,11171,2127,3294,7874,1439,7588,23011,5101
1/13/2018 4:00,15559,11024,2120,3296,7881,1456,7594,22909,5220
1/13/2018 5:00,15792,10992,2145,3351,8035,1475,7596,23219,5289
1/13/2018 6:00,16243,11143,2187,3438,8387,1502,7746,24194,5476
1/13/2018 7:00,16816,11467,2256,3570,8977,1536,7998,25983,5795
1/13/2018 8:00,17412,11884,2341,3704,9831,1577,8251,28120,6135
1/13/2018 9:00,17964,12150,2377,3769,10605,1609,8481,30236,6399
1/13/2018 10:00,18407,12231,2407,3814,11343,1677,8677,31832,6667
1/13/2018 11:00,18439,12245,2401,3816,11731,1705,8806,32378,6774
1/13/2018 12:00,18314,12191,2375,3774,11871,1712,8765,32213,6772
1/13/2018 13:00,18158,12210,2351,3721,11844,1709,8746,31797,6667
1/13/2018 14:00,17998,12077,2310,3658,11794,1710,8673,31539,6542
1/13/2018 15:00,17867,11848,2301,3583,11878,1716,8600,31612,6507
1/13/2018 16:00,17889,11714,2305,3600,12114,1732,8616,32436,6682
1/13/2018 17:00,18162,11765,2336,3681,12674,1768,8697,34347,6948
1/13/2018 18:00,18989,12172,2411,3871,13824,1856,9108,36839,7333
1/13/2018 19:00,19442,12938,2488,3970,14371,1888,9289,37773,7535
1/13/2018 20:00,19295,12928,2464,3931,14542,1864,9187,37651,7559
1/13/2018 21:00,19272,12830,2436,3872,14675,1847,9042,37814,7497
1/13/2018 22:00,18912,12706,2379,3788,14598,1809,8778,37173,7483
1/13/2018 23:00,18600,12483,2296,3707,14492,1743,8548,36178,7299
1/14/2018 0:00,18066,12113,2208,3606,14291,1689,8175,34999,7074
1/14/2018 1:00,17815,11673,2148,3486,14225,1645,7951,34052,6970
1/14/2018 2:00,17602,11383,2101,3410,14291,1614,7791,33677,6846
1/14/2018 3:00,17642,11200,2086,3406,14537,1598,7710,33514,6882
1/14/2018 4:00,17769,11063,2087,3430,14784,1591,7724,33779,6942
1/14/2018 5:00,18006,11014,2110,3457,15165,1613,7755,34261,7049
1/14/2018 6:00,18354,11049,2167,3543,15685,1640,7868,35154,7231
1/14/2018 7:00,18838,11291,2241,3637,16301,1681,8082,36506,7450
1/14/2018 8:00,19455,11567,2333,3782,16905,1718,8326,37509,7745
1/14/2018 9:00,19727,11671,2387,3851,17018,1748,8478,38157,7817
1/14/2018 10:00,19442,11656,2393,3817,16485,1774,8555,37769,7713
1/14/2018 11:00,18866,11727,2338,3706,15890,1765,8425,37041,7530
1/14/2018 12:00,18224,11812,2269,3615,15284,1761,8364,36218,7369
1/14/2018 13:00,17738,11762,2234,3543,14748,1761,8340,35524,7154
1/14/2018 14:00,17290,11746,2189,3486,14208,1742,8207,34919,6937
1/14/2018 15:00,16994,11699,2150,3449,13958,1717,8155,34772,6788
1/14/2018 16:00,17069,11778,2144,3480,14082,1698,8165,35327,6742
1/14/2018 17:00,17523,11918,2222,3565,14895,1737,8345,37183,7040
1/14/2018 18:00,18600,12467,2351,3768,16268,1858,8885,40314,7672
1/14/2018 19:00,19325,12986,2477,3953,16771,1894,9137,41045,7860
1/14/2018 20:00,19400,13004,2470,3947,16854,1887,9139,40864,7878
1/14/2018 21:00,19398,12966,2466,3948,16853,1854,9092,40534,7892
1/14/2018 22:00,19303,12738,2438,3889,16604,1821,8944,39634,7770
1/14/2018 23:00,18916,12423,2374,3742,16104,1761,8644,38126,7558
1/15/2018 0:00,18556,11942,2325,3594,15773,1681,8408,36672,7420
1/15/2018 1:00,18506,11433,2276,3492,15556,1635,8245,35725,7297
1/15/2018 2:00,18573,11170,2242,3447,15531,1620,8096,35288,7309
1/15/2018 3:00,18535,10984,2220,3428,15651,1612,8054,35242,7329
1/15/2018 4:00,18779,10789,2237,3450,15874,1636,8113,35464,7411
1/15/2018 5:00,19091,10837,2286,3503,16221,1648,8243,36286,7647
1/15/2018 6:00,19746,11060,2375,3642,16934,1693,8571,38086,7961
1/15/2018 7:00,20570,11497,2494,3817,17652,1776,9070,40321,8303
1/15/2018 8:00,21186,12318,2607,3944,18081,1846,9472,41806,8626
1/15/2018 9:00,21241,12763,2638,3952,17879,1883,9571,42175,8596
1/15/2018 10:00,21023,12967,2663,3972,17317,1908,9732,42039,8441
1/15/2018 11:00,20524,13168,2694,4007,16639,1914,9728,41519,8294
1/15/2018 12:00,20007,13137,2662,3956,15904,1909,9652,40997,8049
1/15/2018 13:00,19442,13149,2650,3920,15070,1878,9507,40388,7842
1/15/2018 14:00,19029,13190,2625,3885,14485,1850,9502,39833,7653
1/15/2018 15:00,18614,13298,2584,3858,13937,1847,9434,39223,7474
1/15/2018 16:00,18284,13310,2542,3844,13817,1841,9346,39197,7392
1/15/2018 17:00,18353,13342,2558,3843,14403,1849,9367,40239,7491
1/15/2018 18:00,18961,13667,2646,3965,15607,1906,9638,42219,7855
1/15/2018 19:00,19494,14304,2685,4043,16089,1913,9790,42249,8007
1/15/2018 20:00,19536,14191,2631,4011,16156,1900,9604,41567,7885
1/15/2018 21:00,19367,14006,2581,3917,16071,1860,9421,40555,7765
1/15/2018 22:00,18858,13756,2479,3777,15573,1774,9112,38773,7474
1/15/2018 23:00,18097,13260,2378,3628,14814,1689,8587,36323,7121
1/16/2018 0:00,17367,12642,2306,3563,14226,1592,8201,34227,6814
1/16/2018 1:00,17094,12073,2275,3523,13812,1544,8022,32737,6653
1/16/2018 2:00,16889,11735,2272,3520,13639,1506,7835,32110,6532
1/16/2018 3:00,16969,11559,2264,3524,13657,1495,7776,31779,6485
1/16/2018 4:00,17154,11475,2291,3527,13765,1502,7878,31885,6534
1/16/2018 5:00,17504,11506,2346,3618,14250,1518,7998,32736,6715
